OBJECTID,Name,Address,Average_Score,Date,Inspection_Score,FacilityID,ZipCode,Latitude,Longitude,Month,Day,Year,,,Date2
17548,Rob Roy Chevron,"7110 FM 2244 RD
AUSTIN, TX 78746
",91.5,"Friday, May 26, 2017",96,2803512,78746,30.30385355,-97.83979257,5,26,2017,,,5/26/2017
17549,Rob Roy Chevron,"7110 FM 2244 RD
AUSTIN, TX 78746
",91.5,"Wednesday, April 18, 2018",84,2803512,78746,30.30385355,-97.83979257,4,18,2018,,,4/18/2018
17550,Rob Roy Chevron,"7110 FM 2244 RD
AUSTIN, TX 78746
",91.5,"Friday, October 12, 2018",93,2803512,78746,30.30385355,-97.83979257,10,12,2018,,,10/12/2018
17551,Rock House Bar + Trailer Park,"6900 N FM 620 RD
AUSTIN, TX 78732
",91,"Wednesday, June 20, 2018",91,11744383,78732,30.40258839,-97.85521881,6,20,2018,,,6/20/2018
17552,Rock Rose Hall,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
",97.3,"Friday, April 7, 2017",96,11481268,78758,30.40085234,-97.72312028,4,7,2017,,,4/7/2017
17553,Rock Rose Hall,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
",97.3,"Friday, October 28, 2016",99,11481268,78758,30.40085234,-97.72312028,10,28,2016,,,10/28/2016
17554,Rock Rose Hall,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
",97.3,"Friday, September 29, 2017",97,11481268,78758,30.40085234,-97.72312028,9,29,2017,,,9/29/2017
17555,Rockin Tomato Pizza Co.,"3003 S LAMAR BLVD
AUSTIN, TX 78704
",89.6,"Monday, December 5, 2016",81,2801893,78704,30.24228366,-97.78296638,12,5,2016,,,12/5/2016
17556,Rockin Tomato Pizza Co.,"3003 S LAMAR BLVD
AUSTIN, TX 78704
",89.6,"Wednesday, November 25, 2015",96,2801893,78704,30.24228366,-97.78296638,11,25,2015,,,11/25/2015
17557,Rockin Tomato Pizza Co.,"3003 S LAMAR BLVD
AUSTIN, TX 78704
",89.6,"Tuesday, February 27, 2018",89,2801893,78704,30.24228366,-97.78296638,2,27,2018,,,2/27/2018
17558,Rockin Tomato Pizza Co.,"3003 S LAMAR BLVD
AUSTIN, TX 78704
",89.6,"Thursday, May 5, 2016",96,2801893,78704,30.24228366,-97.78296638,5,5,2016,,,5/5/2016
17559,Rockin Tomato Pizza Co.,"3003 S LAMAR BLVD
AUSTIN, TX 78704
",89.6,"Friday, August 11, 2017",86,2801893,78704,30.24228366,-97.78296638,8,11,2017,,,8/11/2017
17560,RockSports - Joel's Coffee,"11301 LAKELINE BLVD
AUSTIN, TX 78717
",97.3,"Wednesday, March 28, 2018",100,10928070,78717,30.47943114,-97.7993797,3,28,2018,,,3/28/2018
17561,RockSports - Joel's Coffee,"11301 LAKELINE BLVD
AUSTIN, TX 78717
",97.3,"Thursday, September 22, 2016",96,10928070,78717,30.47943114,-97.7993797,9,22,2016,,,9/22/2016
17562,RockSports - Joel's Coffee,"11301 LAKELINE BLVD
AUSTIN, TX 78717
",97.3,"Friday, August 17, 2018",91,10928070,78717,30.47943114,-97.7993797,8,17,2018,,,8/17/2018
17563,RockSports - Joel's Coffee,"11301 LAKELINE BLVD
AUSTIN, TX 78717
",97.3,"Monday, April 17, 2017",100,10928070,78717,30.47943114,-97.7993797,4,17,2017,,,4/17/2017
17564,RockSports - Joel's Coffee,"11301 LAKELINE BLVD
AUSTIN, TX 78717
",97.3,"Thursday, September 14, 2017",97,10928070,78717,30.47943114,-97.7993797,9,14,2017,,,9/14/2017
17565,RockSports - Joel's Coffee,"11301 LAKELINE BLVD
AUSTIN, TX 78717
",97.3,"Friday, April 15, 2016",100,10928070,78717,30.47943114,-97.7993797,4,15,2016,,,4/15/2016
17566,Rockstar Bagels,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
",87.7,"Monday, July 2, 2018",92,11088861,78702,30.26990118,-97.71891582,7,2,2018,,,7/2/2018
17567,Rockstar Bagels,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
",87.7,"Thursday, August 10, 2017",84,11088861,78702,30.26990118,-97.71891582,8,10,2017,,,8/10/2017
17568,Rockstar Bagels,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
",87.7,"Thursday, January 25, 2018",84,11088861,78702,30.26990118,-97.71891582,1,25,2018,,,1/25/2018
17569,Rockstar Bagels,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
",87.7,"Tuesday, November 10, 2015",100,11088861,78702,30.26990118,-97.71891582,11,10,2015,,,11/10/2015
17570,Rockstar Bagels,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
",87.7,"Monday, June 20, 2016",82,11088861,78702,30.26990118,-97.71891582,6,20,2016,,,6/20/2016
17571,Rockstar Bagels,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
",87.7,"Thursday, January 19, 2017",84,11088861,78702,30.26990118,-97.71891582,1,19,2017,,,1/19/2017
17572,Rodeo,"9515 N LAMAR BLVD
AUSTIN, TX 78753
",93,"Wednesday, February 17, 2016",93,2801310,78753,30.36443397,-97.69460874,2,17,2016,,,2/17/2016
17573,Rodeo,"9515 N LAMAR BLVD
AUSTIN, TX 78753
",93,"Tuesday, February 6, 2018",95,2801310,78753,30.36443397,-97.69460874,2,6,2018,,,2/6/2018
17574,Rodeo,"9515 N LAMAR BLVD
AUSTIN, TX 78753
",93,"Tuesday, January 24, 2017",89,2801310,78753,30.36443397,-97.69460874,1,24,2017,,,1/24/2017
17575,Rodeo,"9515 N LAMAR BLVD
AUSTIN, TX 78753
",93,"Friday, August 5, 2016",93,2801310,78753,30.36443397,-97.69460874,8,5,2016,,,8/5/2016
17576,Rodeo,"9515 N LAMAR BLVD
AUSTIN, TX 78753
",93,"Wednesday, July 26, 2017",94,2801310,78753,30.36443397,-97.69460874,7,26,2017,,,7/26/2017
17577,Rodeo,"9515 N LAMAR BLVD
AUSTIN, TX 78753
",93,"Friday, September 14, 2018",94,2801310,78753,30.36443397,-97.69460874,9,14,2018,,,9/14/2018
17578,Rodeway Inn,"2711 S IH
AUSTIN, TX 78741
",93.8,"Wednesday, July 19, 2017",94,10652033,78741,30.228715,-97.74303354,7,19,2017,,,7/19/2017
17579,Rodeway Inn,"2711 S IH
AUSTIN, TX 78741
",93.8,"Thursday, February 18, 2016",92,10652033,78741,30.228715,-97.74303354,2,18,2016,,,2/18/2016
17580,Rodeway Inn,"2711 S IH
AUSTIN, TX 78741
",93.8,"Thursday, February 16, 2017",95,10652033,78741,30.228715,-97.74303354,2,16,2017,,,2/16/2017
17581,Rodeway Inn,"2711 S IH
AUSTIN, TX 78741
",93.8,"Tuesday, September 6, 2016",97,10652033,78741,30.228715,-97.74303354,9,6,2016,,,9/6/2016
17582,Rodeway Inn,"2711 S IH
AUSTIN, TX 78741
",93.8,"Friday, March 16, 2018",93,10652033,78741,30.228715,-97.74303354,3,16,2018,,,3/16/2018
17583,Rodeway Inn,"2711 S IH
AUSTIN, TX 78741
",93.8,"Tuesday, August 21, 2018",92,10652033,78741,30.228715,-97.74303354,8,21,2018,,,8/21/2018
17584,Rodeway Inn University,"2900 N IH
AUSTIN, TX 78705
",91,"Tuesday, March 20, 2018",94,10157609,78705,30.28748782,-97.72503136,3,20,2018,,,3/20/2018
17585,Rodeway Inn University,"2900 N IH
AUSTIN, TX 78705
",91,"Thursday, August 31, 2017",88,10157609,78705,30.28748782,-97.72503136,8,31,2017,,,8/31/2017
17586,Rodeway Inn University,"2900 N IH
AUSTIN, TX 78705
",91,"Wednesday, December 16, 2015",93,10157609,78705,30.28748782,-97.72503136,12,16,2015,,,12/16/2015
17587,Rodeway Inn University,"2900 N IH
AUSTIN, TX 78705
",91,"Monday, January 30, 2017",92,10157609,78705,30.28748782,-97.72503136,1,30,2017,,,1/30/2017
17588,Rodeway Inn University,"2900 N IH
AUSTIN, TX 78705
",91,"Thursday, June 23, 2016",88,10157609,78705,30.28748782,-97.72503136,6,23,2016,,,6/23/2016
17589,Rodriguez Elementary,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
",98.8,"Tuesday, May 8, 2018",100,2801092,78744,30.20054565,-97.74742502,5,8,2018,,,5/8/2018
17590,Rodriguez Elementary,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
",98.8,"Friday, December 9, 2016",100,2801092,78744,30.20054565,-97.74742502,12,9,2016,,,12/9/2016
17591,Rodriguez Elementary,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
",98.8,"Friday, November 17, 2017",99,2801092,78744,30.20054565,-97.74742502,11,17,2017,,,11/17/2017
17592,Rodriguez Elementary,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
",98.8,"Friday, April 29, 2016",97,2801092,78744,30.20054565,-97.74742502,4,29,2016,,,4/29/2016
17593,Rodriguez Elementary,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
",98.8,"Monday, May 8, 2017",98,2801092,78744,30.20054565,-97.74742502,5,8,2017,,,5/8/2017
17594,Rogue Running,"410 PRESSLER ST
AUSTIN, TX 78703
",93.2,"Monday, August 14, 2017",95,11079468,78703,30.2722726,-97.76121037,8,14,2017,,,8/14/2017
17595,Rogue Running,"410 PRESSLER ST
AUSTIN, TX 78703
",93.2,"Friday, September 23, 2016",89,11079468,78703,30.2722726,-97.76121037,9,23,2016,,,9/23/2016
17596,Rogue Running,"410 PRESSLER ST
AUSTIN, TX 78703
",93.2,"Tuesday, February 28, 2017",96,11079468,78703,30.2722726,-97.76121037,2,28,2017,,,2/28/2017
17597,Rogue Running,"410 PRESSLER ST
AUSTIN, TX 78703
",93.2,"Monday, March 19, 2018",95,11079468,78703,30.2722726,-97.76121037,3,19,2018,,,3/19/2018
17598,Rogue Running,"410 PRESSLER ST
AUSTIN, TX 78703
",93.2,"Wednesday, April 6, 2016",90,11079468,78703,30.2722726,-97.76121037,4,6,2016,,,4/6/2016
17599,Rogue Running,"410 PRESSLER ST
AUSTIN, TX 78703
",93.2,"Wednesday, September 19, 2018",94,11079468,78703,30.2722726,-97.76121037,9,19,2018,,,9/19/2018
17600,Roland Soul Food & Fish Or Us,"1311 CHESTNUT AVE
AUSTIN, TX 78702
",84,"Wednesday, June 6, 2018",85,10300893,78702,30.27621911,-97.71617512,6,6,2018,,,6/6/2018
17601,Roland Soul Food & Fish Or Us,"1311 CHESTNUT AVE
AUSTIN, TX 78702
",84,"Tuesday, March 7, 2017",86,10300893,78702,30.27621911,-97.71617512,3,7,2017,,,3/7/2017
17602,Roland Soul Food & Fish Or Us,"1311 CHESTNUT AVE
AUSTIN, TX 78702
",84,"Thursday, August 17, 2017",84,10300893,78702,30.27621911,-97.71617512,8,17,2017,,,8/17/2017
17603,Roland Soul Food & Fish Or Us,"1311 CHESTNUT AVE
AUSTIN, TX 78702
",84,"Wednesday, August 10, 2016",86,10300893,78702,30.27621911,-97.71617512,8,10,2016,,,8/10/2016
17604,Roland Soul Food & Fish Or Us,"1311 CHESTNUT AVE
AUSTIN, TX 78702
",84,"Thursday, February 11, 2016",79,10300893,78702,30.27621911,-97.71617512,2,11,2016,,,2/11/2016
17605,Romano's Macaroni Grill,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
",87.2,"Monday, September 19, 2016",84,10964551,78759,30.39447983,-97.74827513,9,19,2016,,,9/19/2016
17606,Romano's Macaroni Grill,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
",87.2,"Wednesday, October 25, 2017",93,10964551,78759,30.39447983,-97.74827513,10,25,2017,,,10/25/2017
17607,Romano's Macaroni Grill,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
",87.2,"Friday, March 25, 2016",86,10964551,78759,30.39447983,-97.74827513,3,25,2016,,,3/25/2016
17608,Romano's Macaroni Grill,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
",87.2,"Wednesday, March 15, 2017",80,10964551,78759,30.39447983,-97.74827513,3,15,2017,,,3/15/2017
17609,Romano's Macaroni Grill,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
",87.2,"Tuesday, July 24, 2018",93,10964551,78759,30.39447983,-97.74827513,7,24,2018,,,7/24/2018
17610,Ronald Cheng's Chinatown Downtown,"107 W 5TH ST
AUSTIN, TX 78701
",77.5,"Tuesday, October 25, 2016",79,10225925,78701,30.26722107,-97.74397424,10,25,2016,,,10/25/2016
17611,Ronald Cheng's Chinatown Downtown,"107 W 5TH ST
AUSTIN, TX 78701
",77.5,"Friday, January 26, 2018",76,10225925,78701,30.26722107,-97.74397424,1,26,2018,,,1/26/2018
17612,Ronald Cheng's Chinatown Downtown,"107 W 5TH ST
AUSTIN, TX 78701
",77.5,"Monday, May 23, 2016",76,10225925,78701,30.26722107,-97.74397424,5,23,2016,,,5/23/2016
17613,Ronald Cheng's Chinatown Downtown,"107 W 5TH ST
AUSTIN, TX 78701
",77.5,"Monday, December 7, 2015",73,10225925,78701,30.26722107,-97.74397424,12,7,2015,,,12/7/2015
17614,Ronald Cheng's Chinatown Downtown,"107 W 5TH ST
AUSTIN, TX 78701
",77.5,"Monday, August 6, 2018",75,10225925,78701,30.26722107,-97.74397424,8,6,2018,,,8/6/2018
17615,Ronald Cheng's Chinatown Downtown,"107 W 5TH ST
AUSTIN, TX 78701
",77.5,"Friday, May 5, 2017",86,10225925,78701,30.26722107,-97.74397424,5,5,2017,,,5/5/2017
17616,Ronnies Real Food,"205 S COMMONS FORD RD
AUSTIN, TX 78733
",94,"Monday, December 12, 2016",97,2801868,78733,30.33270423,-97.88521079,12,12,2016,,,12/12/2016
17617,Ronnies Real Food,"205 S COMMONS FORD RD
AUSTIN, TX 78733
",94,"Monday, June 6, 2016",92,2801868,78733,30.33270423,-97.88521079,6,6,2016,,,6/6/2016
17618,Ronnies Real Food,"205 S COMMONS FORD RD
AUSTIN, TX 78733
",94,"Monday, July 24, 2017",93,2801868,78733,30.33270423,-97.88521079,7,24,2017,,,7/24/2017
17619,Ronnies Real Food,"205 S COMMONS FORD RD
AUSTIN, TX 78733
",94,"Monday, February 26, 2018",94,2801868,78733,30.33270423,-97.88521079,2,26,2018,,,2/26/2018
17620,"Rooftop on Sixth, The","403 E 6TH ST
AUSTIN, TX 78701
",88.3,"Wednesday, April 18, 2018",92,10504147,78701,30.26679266,-97.73918253,4,18,2018,,,4/18/2018
17621,"Rooftop on Sixth, The","403 E 6TH ST
AUSTIN, TX 78701
",88.3,"Tuesday, March 15, 2016",89,10504147,78701,30.26679266,-97.73918253,3,15,2016,,,3/15/2016
17622,"Rooftop on Sixth, The","403 E 6TH ST
AUSTIN, TX 78701
",88.3,"Thursday, April 27, 2017",92,10504147,78701,30.26679266,-97.73918253,4,27,2017,,,4/27/2017
17623,"Rooftop on Sixth, The","403 E 6TH ST
AUSTIN, TX 78701
",88.3,"Saturday, October 29, 2016",80,10504147,78701,30.26679266,-97.73918253,10,29,2016,,,10/29/2016
17624,Rooted Baby,"7433 BURNET RD
AUSTIN, TX 78757
",100,"Tuesday, May 1, 2018",100,11761418,78757,30.34990626,-97.73368508,5,1,2018,,,5/1/2018
17625,Rooted Baby,"7433 BURNET RD
AUSTIN, TX 78757
",100,"Monday, September 24, 2018",100,11761418,78757,30.34990626,-97.73368508,9,24,2018,,,9/24/2018
17626,Roppolo's Pizzeria II,"414 E 6TH ST
AUSTIN, TX 78701
",86.8,"Wednesday, July 26, 2017",94,2803157,78701,30.26723209,-97.73860831,7,26,2017,,,7/26/2017
17627,Roppolo's Pizzeria II,"414 E 6TH ST
AUSTIN, TX 78701
",86.8,"Thursday, January 26, 2017",86,2803157,78701,30.26723209,-97.73860831,1,26,2017,,,1/26/2017
17628,Roppolo's Pizzeria II,"316 E 6TH ST
AUSTIN, TX 78701
",86.3,"Thursday, June 21, 2018",87,2800762,78701,30.26751453,-97.73965346,6,21,2018,,,6/21/2018
17629,Roppolo's Pizzeria II,"414 E 6TH ST
AUSTIN, TX 78701
",86.8,"Thursday, September 1, 2016",83,2803157,78701,30.26723209,-97.73860831,9,1,2016,,,9/1/2016
17630,Roppolo's Pizzeria II,"316 E 6TH ST
AUSTIN, TX 78701
",86.3,"Wednesday, December 14, 2016",84,2800762,78701,30.26751453,-97.73965346,12,14,2016,,,12/14/2016
17631,Roppolo's Pizzeria II,"316 E 6TH ST
AUSTIN, TX 78701
",86.3,"Friday, January 5, 2018",89,2800762,78701,30.26751453,-97.73965346,1,5,2018,,,1/5/2018
17632,Roppolo's Pizzeria II,"414 E 6TH ST
AUSTIN, TX 78701
",86.8,"Thursday, April 5, 2018",81,2803157,78701,30.26723209,-97.73860831,4,5,2018,,,4/5/2018
17633,Roppolo's Pizzeria II,"316 E 6TH ST
AUSTIN, TX 78701
",86.3,"Friday, February 12, 2016",88,2800762,78701,30.26751453,-97.73965346,2,12,2016,,,2/12/2016
17634,Roppolo's Pizzeria II,"414 E 6TH ST
AUSTIN, TX 78701
",86.8,"Friday, February 12, 2016",90,2803157,78701,30.26723209,-97.73860831,2,12,2016,,,2/12/2016
17635,Roppolo's Pizzeria II,"316 E 6TH ST
AUSTIN, TX 78701
",86.3,"Friday, July 8, 2016",84,2800762,78701,30.26751453,-97.73965346,7,8,2016,,,7/8/2016
17636,Roppolo's Pizzeria II,"316 E 6TH ST
AUSTIN, TX 78701
",86.3,"Thursday, June 1, 2017",86,2800762,78701,30.26751453,-97.73965346,6,1,2017,,,6/1/2017
17637,Rosal Bakery,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
",89.5,"Tuesday, March 14, 2017",83,11060721,78744,30.15874843,-97.74549794,3,14,2017,,,3/14/2017
17638,Rosal Bakery,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
",89.5,"Tuesday, November 24, 2015",100,11060721,78744,30.15874843,-97.74549794,11,24,2015,,,11/24/2015
17639,Rosal Bakery,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
",89.5,"Tuesday, September 19, 2017",91,11060721,78744,30.15874843,-97.74549794,9,19,2017,,,9/19/2017
17640,Rosal Bakery,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
",89.5,"Friday, March 9, 2018",86,11060721,78744,30.15874843,-97.74549794,3,9,2018,,,3/9/2018
17641,Rosal Bakery,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
",89.5,"Thursday, September 15, 2016",83,11060721,78744,30.15874843,-97.74549794,9,15,2016,,,9/15/2016
17642,Rosal Bakery,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
",89.5,"Tuesday, September 18, 2018",94,11060721,78744,30.15874843,-97.74549794,9,18,2018,,,9/18/2018
17643,Rosa's Cafe & Tortilla Factory #42,"509 W SLAUGHTER LN
AUSTIN, TX 78748
",84.5,"Wednesday, March 29, 2017",80,11216060,78748,30.17156096,-97.79898104,3,29,2017,,,3/29/2017
17644,Rosa's Cafe & Tortilla Factory #42,"509 W SLAUGHTER LN
AUSTIN, TX 78748
",84.5,"Monday, September 12, 2016",89,11216060,78748,30.17156096,-97.79898104,9,12,2016,,,9/12/2016
17645,Rosa's Cafe & Tortilla Factory #42,"509 W SLAUGHTER LN
AUSTIN, TX 78748
",84.5,"Friday, June 8, 2018",79,11216060,78748,30.17156096,-97.79898104,6,8,2018,,,6/8/2018
17646,Rosa's Cafe & Tortilla Factory #42,"509 W SLAUGHTER LN
AUSTIN, TX 78748
",84.5,"Monday, October 9, 2017",90,11216060,78748,30.17156096,-97.79898104,10,9,2017,,,10/9/2017
17647,Rose Room/77,"11500 ROCK ROSE AVE
AUSTIN, TX 78758
",91,"Friday, July 14, 2017",89,11526359,78758,30.4012166,-97.72289854,7,14,2017,,,7/14/2017
17648,Rose Room/77,"11500 ROCK ROSE AVE
AUSTIN, TX 78758
",91,"Monday, January 9, 2017",93,11526359,78758,30.4012166,-97.72289854,1,9,2017,,,1/9/2017
17649,Rose Room/77,"11500 ROCK ROSE AVE
AUSTIN, TX 78758
",91,"Friday, January 5, 2018",91,11526359,78758,30.4012166,-97.72289854,1,5,2018,,,1/5/2018
17650,Rosedale Elementary,"2117 W 49TH ST
AUSTIN, TX 78756
",95.5,"Tuesday, April 12, 2016",96,2800204,78756,30.32024,-97.7403975,4,12,2016,,,4/12/2016
17651,Rosedale Elementary,"2117 W 49TH ST
AUSTIN, TX 78756
",95.5,"Friday, September 15, 2017",99,2800204,78756,30.32024,-97.7403975,9,15,2017,,,9/15/2017
17652,Rosedale Elementary,"2117 W 49TH ST
AUSTIN, TX 78756
",95.5,"Wednesday, March 28, 2018",90,2800204,78756,30.32024,-97.7403975,3,28,2018,,,3/28/2018
17653,Rosedale Elementary,"2117 W 49TH ST
AUSTIN, TX 78756
",95.5,"Wednesday, September 14, 2016",94,2800204,78756,30.32024,-97.7403975,9,14,2016,,,9/14/2016
17654,Rosedale Elementary,"2117 W 49TH ST
AUSTIN, TX 78756
",95.5,"Tuesday, March 28, 2017",94,2800204,78756,30.32024,-97.7403975,3,28,2017,,,3/28/2017
17655,Rosedale Elementary,"2117 W 49TH ST
AUSTIN, TX 78756
",95.5,"Tuesday, August 28, 2018",100,2800204,78756,30.32024,-97.7403975,8,28,2018,,,8/28/2018
17656,Rosedale Market,"1309 W 45TH ST
AUSTIN, TX 78756
",90.6,"Monday, February 29, 2016",85,10434172,78756,30.31498045,-97.7414423,2,29,2016,,,2/29/2016
17657,Rosedale Market,"1309 W 45TH ST
AUSTIN, TX 78756
",90.6,"Tuesday, May 8, 2018",90,10434172,78756,30.31498045,-97.7414423,5,8,2018,,,5/8/2018
17658,Rosedale Market,"1309 W 45TH ST
AUSTIN, TX 78756
",90.6,"Monday, March 20, 2017",94,10434172,78756,30.31498045,-97.7414423,3,20,2017,,,3/20/2017
17659,Rosedale Market,"1309 W 45TH ST
AUSTIN, TX 78756
",90.6,"Tuesday, August 30, 2016",95,10434172,78756,30.31498045,-97.7414423,8,30,2016,,,8/30/2016
17660,Rosedale Market,"1309 W 45TH ST
AUSTIN, TX 78756
",90.6,"Monday, October 9, 2017",89,10434172,78756,30.31498045,-97.7414423,10,9,2017,,,10/9/2017
17661,Rosie's Day Care,"7512 CAMERON RD
AUSTIN, TX 78752
",98.6,"Tuesday, June 19, 2018",98,2800928,78752,30.33073756,-97.68852961,6,19,2018,,,6/19/2018
17662,Rosie's Day Care,"7512 CAMERON RD
AUSTIN, TX 78752
",98.6,"Thursday, November 3, 2016",100,2800928,78752,30.33073756,-97.68852961,11,3,2016,,,11/3/2016
17663,Rosie's Day Care,"7512 CAMERON RD
AUSTIN, TX 78752
",98.6,"Tuesday, June 27, 2017",95,2800928,78752,30.33073756,-97.68852961,6,27,2017,,,6/27/2017
17664,Rosie's Day Care,"7512 CAMERON RD
AUSTIN, TX 78752
",98.6,"Thursday, April 7, 2016",100,2800928,78752,30.33073756,-97.68852961,4,7,2016,,,4/7/2016
17665,Rosie's Day Care,"7512 CAMERON RD
AUSTIN, TX 78752
",98.6,"Friday, December 15, 2017",100,2800928,78752,30.33073756,-97.68852961,12,15,2017,,,12/15/2017
17666,Rosie's Day Care #3,"5807 WELLINGTON DR
AUSTIN, TX 78723
",95.5,"Friday, April 20, 2018",97,10037233,78723,30.31103388,-97.6877327,4,20,2018,,,4/20/2018
17667,Rosie's Day Care #3,"5807 WELLINGTON DR
AUSTIN, TX 78723
",95.5,"Monday, May 22, 2017",91,10037233,78723,30.31103388,-97.6877327,5,22,2017,,,5/22/2017
17668,Rosie's Day Care #3,"5807 WELLINGTON DR
AUSTIN, TX 78723
",95.5,"Thursday, October 27, 2016",95,10037233,78723,30.31103388,-97.6877327,10,27,2016,,,10/27/2016
17669,Rosie's Day Care #3,"5807 WELLINGTON DR
AUSTIN, TX 78723
",95.5,"Friday, March 11, 2016",97,10037233,78723,30.31103388,-97.6877327,3,11,2016,,,3/11/2016
17670,Rosie's Day Care #3,"5807 WELLINGTON DR
AUSTIN, TX 78723
",95.5,"Wednesday, November 15, 2017",97,10037233,78723,30.31103388,-97.6877327,11,15,2017,,,11/15/2017
17671,Rosie's Day Care #3,"5807 WELLINGTON DR
AUSTIN, TX 78723
",95.5,"Tuesday, October 16, 2018",96,10037233,78723,30.31103388,-97.6877327,10,16,2018,,,10/16/2018
17672,Rositas Al Pastor,"1911 E RIVERSIDE DR
AUSTIN, TX 78741
",88,"Wednesday, September 5, 2018",88,11801877,78741,30.24189463,-97.72927574,9,5,2018,,,9/5/2018
17673,Ross Old Austin Cafe,"11800 N LAMAR BLVD
AUSTIN, TX 78753
",79.8,"Friday, January 27, 2017",89,2800904,78753,30.38835248,-97.68406845,1,27,2017,,,1/27/2017
17674,Ross Old Austin Cafe,"11800 N LAMAR BLVD
AUSTIN, TX 78753
",79.8,"Friday, July 8, 2016",75,2800904,78753,30.38835248,-97.68406845,7,8,2016,,,7/8/2016
17675,Ross Old Austin Cafe,"11800 N LAMAR BLVD
AUSTIN, TX 78753
",79.8,"Friday, January 22, 2016",81,2800904,78753,30.38835248,-97.68406845,1,22,2016,,,1/22/2016
17676,Ross Old Austin Cafe,"11800 N LAMAR BLVD
AUSTIN, TX 78753
",79.8,"Monday, February 12, 2018",79,2800904,78753,30.38835248,-97.68406845,2,12,2018,,,2/12/2018
17677,Ross Old Austin Cafe,"11800 N LAMAR BLVD
AUSTIN, TX 78753
",79.8,"Friday, July 28, 2017",75,2800904,78753,30.38835248,-97.68406845,7,28,2017,,,7/28/2017
17678,Rosso & Flynn,"7113 BURNET RD
AUSTIN, TX 78757
",100,"Saturday, August 11, 2018",100,11752588,78757,30.34746476,-97.73545601,8,11,2018,,,8/11/2018
17679,"Rotten Bunch Wine Bar & Kitchen, The","14900 AVERY RANCH BLVD
AUSTIN, TX 78717
",90,"Tuesday, December 19, 2017",96,11427110,78717,30.49811702,-97.77728111,12,19,2017,,,12/19/2017
17680,"Rotten Bunch Wine Bar & Kitchen, The","14900 AVERY RANCH BLVD
AUSTIN, TX 78717
",90,"Tuesday, June 6, 2017",91,11427110,78717,30.49811702,-97.77728111,6,6,2017,,,6/6/2017
17681,"Rotten Bunch Wine Bar & Kitchen, The","14900 AVERY RANCH BLVD
AUSTIN, TX 78717
",90,"Wednesday, August 1, 2018",93,11427110,78717,30.49811702,-97.77728111,8,1,2018,,,8/1/2018
17682,"Rotten Bunch Wine Bar & Kitchen, The","14900 AVERY RANCH BLVD
AUSTIN, TX 78717
",90,"Wednesday, August 10, 2016",80,11427110,78717,30.49811702,-97.77728111,8,10,2016,,,8/10/2016
17683,Round Rock ISD Stadium Complex,"10211 W PARMER LN
AUSTIN, TX 78717
",95.5,"Wednesday, March 30, 2016",90,2801830,78717,30.49249342,-97.77410722,3,30,2016,,,3/30/2016
17684,Round Rock ISD Stadium Complex,"10211 W PARMER LN
AUSTIN, TX 78717
",95.5,"Monday, May 7, 2018",100,2801830,78717,30.49249342,-97.77410722,5,7,2018,,,5/7/2018
17685,Round Rock ISD Stadium Complex,"10211 W PARMER LN
AUSTIN, TX 78717
",95.5,"Wednesday, August 24, 2016",96,2801830,78717,30.49249342,-97.77410722,8,24,2016,,,8/24/2016
17686,Round Rock ISD Stadium Complex,"10211 W PARMER LN
AUSTIN, TX 78717
",95.5,"Friday, September 29, 2017",96,2801830,78717,30.49249342,-97.77410722,9,29,2017,,,9/29/2017
17687,Rowe Lane Elementary,"3112 SPEIDEL DR
PFLUGERVILLE, TX 78660
",99.7,"Wednesday, August 15, 2018",100,2803028,78660,30.47725739,-97.56270096,8,15,2018,,,8/15/2018
17688,Rowe Lane Elementary,"3112 SPEIDEL DR
PFLUGERVILLE, TX 78660
",99.7,"Monday, February 1, 2016",100,2803028,78660,30.47725739,-97.56270096,2,1,2016,,,2/1/2016
17689,Rowe Lane Elementary,"3112 SPEIDEL DR
PFLUGERVILLE, TX 78660
",99.7,"Friday, January 12, 2018",100,2803028,78660,30.47725739,-97.56270096,1,12,2018,,,1/12/2018
